2.006254673004150391e+00,-3.834951969714102925e-04,0.000000000000000000e+00,1.289062500000000000e-01
2.009205818176269531e+00,-3.834951969714102925e-04,0.000000000000000000e+00,1.450195312500000000e-01
2.011753797531127930e+00,-3.834951969714102925e-04,0.000000000000000000e+00,3.045410156250000000e+00
2.014279603958129883e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.447265625000000000e+00
2.016978740692138672e+00,7.669903939428205850e-04,2.393010029101600156e-01,5.752441406250000000e+00
2.019539117813110352e+00,1.533980787885641170e-03,3.865631585471815956e-01,6.735351562500000000e+00
2.022068023681640625e+00,2.300971181828461755e-03,3.865631585471815956e-01,7.428222656250000000e+00
2.024720907211303711e+00,3.834951969714102925e-03,5.706408530934584666e-01,7.895507812500000000e+00
2.027270317077636719e+00,5.368932757599744095e-03,7.179030087304800745e-01,8.378906250000000000e+00
2.029726028442382812e+00,7.286408742456795123e-03,8.283496254582461971e-01,8.701171875000000000e+00
2.032282352447509766e+00,9.587379924285257746e-03,9.940195505498954365e-01,9.023437500000000000e+00
2.034769773483276367e+00,1.227184630308512936e-02,1.122873936732289302e+00,9.184570312500000000e+00
2.037295818328857422e+00,1.533980787885641170e-02,1.196505014550800050e+00,9.426269531250000000e+00
2.039779186248779297e+00,1.840776945462769404e-02,1.306951631278566284e+00,9.522949218750000000e+00
2.042273521423339844e+00,2.224272142434179783e-02,1.527844864734098529e+00,9.619628906250000000e+00
2.044775485992431641e+00,2.607767339405590162e-02,1.711922559280375511e+00,9.700195312500000000e+00
2.047259330749511719e+00,3.029612056074141441e-02,1.859184714917397008e+00,9.716308593750000000e+00
2.049792528152465820e+00,3.528155812136974517e-02,1.988039101099790873e+00,9.700195312500000000e+00
2.052302122116088867e+00,4.026699568199808288e-02,2.190524565100695487e+00,9.684082031250000000e+00
2.054796457290649414e+00,4.563592843959782264e-02,2.245747873464578603e+00,9.667968750000000000e+00
2.057329654693603516e+00,5.138835639416897832e-02,2.337786720737716983e+00,9.812988281250000000e+00
2.059845924377441406e+00,5.752427954571154300e-02,2.613903262557132567e+00,9.861328125000000000e+00
2.062303304672241211e+00,6.404369789422552361e-02,2.797980957103409327e+00,9.764648437500000000e+00
2.064789056777954102e+00,7.094661143971089934e-02,2.926835343285803415e+00,9.845214843750000000e+00
2.067338228225708008e+00,7.823302018216769793e-02,3.074097498922824911e+00,9.925781250000000000e+00
2.069868564605712891e+00,8.628641931856731451e-02,3.294990732378357379e+00,1.002246093750000000e+01
2.072293043136596680e+00,9.433981845496693108e-02,3.331806271287612642e+00,9.958007812500000000e+00
2.074777841567993164e+00,1.027767127883379566e-01,3.497476196379261992e+00,9.925781250000000000e+00
2.077440261840820312e+00,1.119805975156518002e-01,3.681553890925538752e+00,9.861328125000000000e+00
2.079783201217651367e+00,1.204174918490228258e-01,3.810408277107932840e+00,9.812988281250000000e+00
2.082317590713500977e+00,1.300048717733080783e-01,3.957670432744954336e+00,9.861328125000000000e+00
2.084802865982055664e+00,1.395922516975933447e-01,4.086524818927347980e+00,9.877441406250000000e+00
2.087497949600219727e+00,1.499466220158214291e-01,4.270602513473624740e+00,9.812988281250000000e+00
2.089924097061157227e+00,1.606844875310209086e-01,4.473087977474529353e+00,9.861328125000000000e+00
2.092397689819335938e+00,1.714223530462203882e-01,4.546719055293040768e+00,1.016748046875000000e+01
2.094848632812500000e+00,1.825437137583912905e-01,4.712388980384689674e+00,1.019970703125000000e+01
2.097499132156372070e+00,1.940485696675336158e-01,4.767612288748572347e+00,1.007080078125000000e+01
2.099012136459350586e+00,2.040194447887902773e-01,4.970097752749476960e+00,9.748535156250000000e+00
2.101130723953247070e+00,2.139903199100469389e-01,5.043728830567988375e+00,9.812988281250000000e+00
